href,apartment_type,price,address,square,building_floor,floor,commission_percent,time_of_creation,agency,metro_distance,metro_station,latitude,longitude,postal_code,area
/nizhniy_novgorod/kvartiry/3-k_kvartira_61.3_m_69_et._1933558863,"
 3-к квартира",22000,"Канавинский район, жилой район Мещерское Озеро, ул. Сергея Есенина, 4Б",61.3,6,9,0,2020-06-23 13:27:00,,500 м,Стрелка,56.33120400000001,43.945476,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_12_et._1894425738,"
 2-к квартира",13000,"ул. Искры, 5",45.0,1,2,0,2020-06-23 13:10:00,,800 м,Чкаловская,56.305209,43.933609,603011.0,Канавинский район
/nizhniy_novgorod/kvartiry/studiya_21_m_914_et._1812590188,"
 Студия",14000,"ул. Героя Жидкова, 2",21.0,9,14,0,2020-06-23 09:56:00,,"1,5 км",Горьковская,56.301713,43.982648,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_319_et._1762858962,"
 1-к квартира",14000,ул. Академика Сахарова,35.0,3,19,0,2020-06-23 13:08:00,,,без метро,56.267132,44.023531,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_19_et._1928035687,"
 1-к квартира",8999,ул. Сергея Акимова,40.0,1,9,60,2020-06-23 08:05:00,Агентство,"1,1 км",Стрелка,56.333325,43.932109,,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_44_et._1935790077,"
 1-к квартира",12000,"ул. Июльских Дней, 20А",32.0,4,4,70,2020-06-23 10:02:00,,700 м,Чкаловская,56.307147,43.94272700000001,603011.0,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_55_et._1763444213,"
 1-к квартира",12000,"ул. Сазанова, 8",35.0,5,5,0,2020-06-23 10:27:00,,"1,6 км",Парк Культуры,56.238272,43.83420200000001,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_54_m_1519_et._781602576,"
 2-к квартира",17000,"ул. Академика Сахарова, 109",54.0,15,19,50,2020-06-23 11:54:00,Агентство,,без метро,56.262292,44.019371,603136.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_35_et._1877842299,"
 1-к квартира",10000,"ул. Лескова, 3",32.0,3,5,70,2020-06-23 07:34:00,Агентство,700 м,Парк Культуры,56.236586,43.866451,603016.0,Автозаводский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_60_m_69_et._1945229657,"
 3-к квартира",25000,"ул. Максима Горького, 250",60.0,6,9,50,2020-06-23 17:02:00,Агентство,"2,2 км",Горьковская,56.320223,44.028525,603155.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_44_et._1868704637,"
 1-к квартира",13000,"ул. Бонч-Бруевича, 12",32.0,4,4,50,2020-06-23 12:18:00,,,без метро,56.268621,43.978794,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_510_et._713448228,"
 1-к квартира",13000,"Берёзовская ул., 103",43.0,5,10,60,2020-06-23 09:28:00,Агентство,"1,3 км",Буревестник,56.330944,43.871922,603157.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_55_m_1717_et._1931598498,"
 1-к квартира",15000,"жилой район Мещерское Озеро, ул. Карла Маркса, 48",55.0,17,17,0,2020-06-23 15:03:00,,600 м,Стрелка,56.34065500000001,43.949518,603159.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31.3_m_35_et._1920847444,"
 1-к квартира",18000,"Должанская ул., 1",31.3,3,5,0,2020-06-23 13:44:00,Агентство,800 м,Стрелка,56.33042,43.959274,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31.3_m_22_et._1925182368,"
 1-к квартира",11000,"Широтная ул., 8",31.3,2,2,0,2020-06-23 11:10:00,,,без метро,56.263057,43.983322,603062.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_44_m_15_et._1935489121,"
 2-к квартира",10000,"Автомеханическая ул., 9",44.0,1,5,0,2020-06-23 01:24:00,,"1,1 км",Парк Культуры,56.233064,43.870197,603016.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_40_m_24_et._1880483696,"
 2-к квартира",21000,Заярская ул.,40.0,2,4,0,2020-06-23 17:54:00,,"2,5 км",Горьковская,56.292338,44.003507,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_42.8_m_36_et._1782664999,"
 2-к квартира",19000,"ул. Обухова, 49А",42.8,3,6,0,2020-06-23 14:00:00,,500 м,Чкаловская,56.3121,43.928938,603010.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_1217_et._1944357526,"
 1-к квартира",15000,"Южный б-р, 18",35.0,12,17,50,2020-06-23 12:42:00,,"2,4 км",Парк Культуры,56.220123,43.867448,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_43_m_15_et._730054002,"
 2-к квартира",18000,"Советский  район, ул. Козицкого",43.0,1,5,0,2020-06-23 11:51:00,,,без метро,56.29012,44.044039,,Советский район
/nizhniy_novgorod/kvartiry/studiya_18_m_1517_et._1975076062,"
 Студия",12000,"Южный б-р, 14",18.0,15,17,0,2020-07-14 10:06:00,,"2,7 км",Парк Культуры,56.21700500000001,43.863415,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_610_et._1861252231,"
 1-к квартира",12000,"ул. Бориса Видяева, 16",33.0,6,10,0,2020-07-13 20:33:00,,,без метро,56.208269,43.821625,,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_1214_et._1777712628,"
 1-к квартира",20000,"Республиканская ул., 23",42.0,12,14,70,2020-07-15 16:48:00,Агентство,"1,8 км",Горьковская,56.310577,44.022641,603105.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30.6_m_25_et._1952883986,"
 1-к квартира",17500,"пр-т Гагарина, 30",30.6,2,5,0,2020-07-14 14:15:00,,"1,9 км",Горьковская,56.297578,43.984885,603098.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_47_m_89_et._1950784640,"
 1-к квартира",18000,"ул. Родионова, 195",47.0,8,9,70,2020-07-15 08:46:00,,,без метро,56.302213,44.079109,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_52_m_89_et._764670111,"
 1-к квартира",25000,"ул. Родионова, 189/24",52.0,8,9,50,2020-07-15 18:16:00,Агентство,,без метро,56.30505,44.078903,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_1717_et._1071279682,"
 1-к квартира",16000,"Горная ул., 6А",45.0,17,17,0,2020-07-15 17:47:00,,,без метро,56.255097,43.973288,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_45_et._1903928742,"
 2-к квартира",10000,"Камчатский пер., 7",48.0,4,5,50,2020-07-14 08:55:00,Агентство,,без метро,56.30457,43.845682,603124.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_40_m_99_et._1626071233,"
 2-к квартира",14000,"ул. Веденяпина, 2",40.0,9,9,0,2020-07-13 20:30:00,,700 м,Парк Культуры,56.23713100000001,43.867745,603016.0,Автозаводский район
/nizhniy_novgorod/kvartiry/studiya_20_m_1114_et._1981254266,"
 Студия",15000,"ул. Героя Жидкова, 6",20.0,11,14,0,2020-07-12 19:13:00,,"1,5 км",Горьковская,56.30315699999999,43.980995,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_56_m_25_et._1970344136,"
 2-к квартира",21000,"пр-т Гагарина, 101к3",56.0,2,5,0,2020-07-14 12:37:00,,,без метро,56.238517,43.957145,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_75_m_910_et._233687957,"
 3-к квартира",25000,"микрорайон Лапшиха, Плетнёвская ул., 2",75.0,9,10,0,2020-07-15 06:10:00,,"2,7 км",Горьковская,56.298422,44.02933400000001,603146.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_52_m_29_et._1971956022,"
 2-к квартира",15000,"ул. Маршала Голованова, 33",52.0,2,9,70,2020-07-13 21:02:00,Агентство,,без метро,56.234275,43.961313,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_48_m_1618_et._1822753867,"
 1-к квартира",20000,"Краснозвёздная ул., 35",48.0,16,18,70,2020-07-15 13:27:00,Агентство,,без метро,56.284374,43.988056,603081.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_75_m_1014_et._802981147,"
 2-к квартира",30000,"ул. Тимирязева, 39",75.0,10,14,70,2020-07-15 13:28:00,Агентство,700 м,Горьковская,56.30889000000001,44.002564,603155.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_21_m_29_et._1132572500,"
 1-к квартира",13000,"ул. Карбышева, 1",21.0,2,9,0,2020-07-13 16:49:00,,,без метро,56.262092,43.999096,603144.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_31_m_13_et._1978964564,"
 2-к квартира",13000,"Чукотская ул., 24",31.0,1,3,50,2020-07-15 14:49:00,Агентство,"2,8 км",Горьковская,56.293087,44.02177,603146.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_49_et._1975390797,"
 1-к квартира",20000,"ул. Родионова, 9",43.0,4,9,0,2020-07-15 07:58:00,,,без метро,56.32018299999999,44.047462,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_518_et._1794121870,"
 1-к квартира",20000,"Краснозвёздная ул., 33",40.0,5,18,0,2020-07-14 11:40:00,,,без метро,56.285583,43.988029,603081.0,Советский район
/nizhniy_novgorod/kvartiry/studiya_34_m_2325_et._1796543470,"
 Студия",15000,"пр-т Гагарина, 99к2",34.0,23,25,0,2020-07-13 17:50:00,,,без метро,56.239423,43.957154,603107.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_25_et._1114346060,"
 1-к квартира",15000,ул. Богородского,31.0,2,5,50,2020-07-15 18:09:00,Агентство,,без метро,56.294821,44.04253,,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_37_m_49_et._1950505066,"
 1-к квартира",14000,"ул. Бетанкура, 29",37.0,4,9,0,2020-07-13 21:23:00,,600 м,Стрелка,56.3332,43.957846,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_50_m_1212_et._1799492997,"
 2-к квартира",27000,"ул. Максима Горького, 156",50.0,12,12,0,2020-07-14 20:39:00,,800 м,Горьковская,56.316948,44.007154,,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_70_m_810_et._1950163965,"
 2-к квартира",30000,"ул. Нестерова, 33",70.0,8,10,50,2020-07-15 14:16:00,,"1,6 км",Горьковская,56.323952,44.013766,,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_50_m_25_et._689641241,"
 1-к квартира",13000,"ул. Даргомыжского, 2",50.0,2,5,0,2020-07-15 09:34:00,,700 м,Ленинская,56.29193299999999,43.934651,603140.0,Ленинский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_96_m_66_et._1859879196,"
 3-к квартира",35000,"ул. Гоголя, 34",96.0,6,6,50,2020-07-14 12:17:00,Агентство,"1,1 км",Горьковская,56.32203000000001,43.985702,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36_m_1010_et._805915092,"
 1-к квартира",10000,"микрорайон Соцгород-1, пр-т Кирова, 20/1",36.0,10,10,70,2020-07-13 17:59:00,Агентство,"1,5 км",Парк Культуры,56.251512,43.845017,603138.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_210_et._1780809307,"
 1-к квартира",16000,"Бурнаковская ул., 111",32.0,2,10,50,2020-07-14 13:45:00,,"1,4 км",Буревестник,56.343234,43.90842,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_324_et._1917938559,"
 1-к квартира",16500,"ул. Июльских Дней, 1к2",35.0,3,24,0,2020-07-12 10:04:00,Агентство,800 м,Чкаловская,56.307272,43.945359,,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_45_et._1896889973,"
 1-к квартира",10000,"ул. Терешковой, 2",31.0,4,5,50,2020-07-13 12:42:00,,,без метро,56.27516899999999,43.980591,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_44_m_89_et._1978248643,"
 2-к квартира",17000,"Московское ш., 33",44.0,8,9,0,2020-07-14 23:44:00,,400 м,Канавинская,56.322375,43.932387,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_133_m_45_et._1587984553,"
 3-к квартира",45000,"ул. Белинского, 32",133.0,4,5,0,2020-07-14 15:25:00,,300 м,Горьковская,56.310852,43.995764,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/studiya_12_m_12_et._1875528668,"
 Студия",8000,ул. Софьи Перовской,12.0,1,2,0,2020-07-15 07:38:00,Агентство,900 м,Буревестник,56.334642,43.87781500000001,,Московский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_66_m_316_et._1877361083,"
 2-к квартира",18000,"Казанское ш., 1",66.0,3,16,60,2020-07-14 19:13:00,,,без метро,56.297972,44.076253,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_47_m_89_et._1951618656,"
 2-к квартира",14000,"ул. Мельникова, 10",47.0,8,9,50,2020-07-14 11:30:00,Агентство,900 м,Комсомольская,56.26054300000001,43.888433,603065.0,Автозаводский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_88_m_1317_et._1760058974,"
 3-к квартира",20000,"Молодёжный пр-т, 31к3",88.0,13,17,70,2020-07-13 16:16:00,,800 м,Парк Культуры,56.240808,43.847982,603101.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_50_m_1517_et._1825822095,"
 1-к квартира",23000,"Горная ул., 6А",50.0,15,17,0,2020-07-15 06:18:00,,,без метро,56.255097,43.973288,603009.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_55_et._1911864492,"
 1-к квартира",11000,"Южное ш., 26",31.0,5,5,0,2020-07-13 19:44:00,,"1,8 км",Парк Культуры,56.225243000000006,43.863002,603142.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_1720_et._1934681445,"
 1-к квартира",12000,"д. Афонино, ул. Красная Поляна, 3",35.0,17,20,50,2020-07-15 15:20:00,Агентство,,без метро,56.27744300000001,44.084212,,область
/nizhniy_novgorod/kvartiry/studiya_20_m_1314_et._1628198968,"
 Студия",16000,"ул. Героя Жидкова, 6",20.0,13,14,0,2020-07-15 10:04:00,Агентство,"1,5 км",Горьковская,56.30315699999999,43.980995,,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_70_m_49_et._1931486442,"
 2-к квартира",50000,"Полтавская ул., 11",70.0,4,9,50,2020-07-14 16:19:00,,"1,8 км",Горьковская,56.316144,44.024258,603024.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_29_et._1975403304,"
 1-к квартира",9000,"ул. Дмитрия Павлова, 3",33.0,2,9,60,2020-07-14 06:50:00,Агентство,"2,3 км",Буревестник,56.35126,43.872155,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_36_m_49_et._1970519555,"
 1-к квартира",12000,"микрорайон Северный, ул. Пермякова, 36",36.0,4,9,0,2020-07-15 12:57:00,,"2,2 км",Автозаводская,56.271371,43.878426,603095.0,Автозаводский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_35_m_55_et._1954703482,"
 2-к квартира",13000,"ул. 50-летия Победы, 13",35.0,5,5,60,2020-07-13 23:41:00,Агентство,800 м,Буревестник,56.329143,43.88404,603014.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_79_et._1967872311,"
 1-к квартира",11000,"Канавинский район, жилой район Мещерское Озеро, Пролетарская ул., 4",31.0,7,9,0,2020-07-12 00:12:00,,"1,5 км",Стрелка,56.340784,43.927114,,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_65_m_55_et._1107276322,"
 2-к квартира",17000,"ул. Коминтерна, 168",65.0,5,5,0,2020-07-12 14:57:00,,"2,4 км",Буревестник,56.349968,43.867017,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_25_et._1967394809,"
 1-к квартира",9500,"ул. Никиты Рыбакова, 16",31.0,2,5,60,2020-07-14 12:02:00,Агентство,,без метро,56.347828,43.84852100000001,603054.0,Сормовский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_65_m_55_et._1840353844,"
 3-к квартира",18000,"пр-т Ленина, 22",65.0,5,5,50,2020-07-15 09:53:00,Агентство,600 м,Заречная,56.291234,43.933447,603140.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_47_m_210_et._1971730099,"
 2-к квартира",13000,"Машинная ул., 31",47.0,2,10,50,2020-07-14 09:58:00,,,без метро,56.364231,43.805042,,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_79_et._1975996562,"
 1-к квартира",11000,"ул. Максима Горького, 140",31.0,7,9,0,2020-07-11 22:36:00,,100 м,Горьковская,56.314397,43.994757,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_34_m_35_et._1915602196,"
 1-к квартира",10000,"микрорайон Соцгород-I, пр-т Октября, 33",34.0,3,5,60,2020-07-09 10:52:00,Агентство,"1,3 км",Кировская,56.257713,43.867062,603111.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_517_et._1965371286,"
 1-к квартира",15000,"ул. Академика Сахарова, 113",45.0,5,17,0,2020-07-10 15:14:00,,,без метро,56.261383,44.016676,603136.0,Приокский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_43.3_m_49_et._1895995844,"
 2-к квартира",13000,"ул. Красных Зорь, 11",43.3,4,9,0,2020-07-11 00:30:00,,"1,9 км",Буревестник,56.319978000000006,43.874662,603047.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_50_m_1717_et._1963327570,"
 1-к квартира",21000,"ул. Богородского, 7к1",50.0,17,17,50,2020-07-11 12:08:00,Агентство,,без метро,56.294621,44.045225,603122.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_45_m_1225_et._1790214356,"
 1-к квартира",23000,"ул. Маршала Баграмяна, 2",45.0,12,25,70,2020-07-09 14:59:00,Агентство,"1,8 км",Горьковская,56.301439,43.976818,603022.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_22_m_79_et._1964317442,"
 1-к квартира",12000,"ул. Маршала Голованова, 73",22.0,7,9,0,2020-07-10 12:31:00,Агентство,,без метро,56.228756,43.949689,603137.0,Приокский район
/nizhniy_novgorod/kvartiry/studiya_40_m_59_et._1889100349,"
 Студия",9000,"Запрудная ул., 1",40.0,5,9,0,2020-07-06 10:11:00,,,без метро,56.29179300000001,43.84005,,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_310_et._1968221572,"
 2-к квартира",14000,"ул. Маршала Казакова, 6",48.0,3,10,0,2020-07-09 13:49:00,,600 м,Канавинская,56.325769,43.928624,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_70_m_29_et._1055787405,"
 3-к квартира",15000,"Московское ш., 11",70.0,2,9,50,2020-07-08 09:46:00,Агентство,300 м,Московская,56.323363,43.942206,603116.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_33_m_49_et._1967729708,"
 1-к квартира",14000,"ул. Генерала Зимина, 10",33.0,4,9,50,2020-07-11 15:42:00,Агентство,600 м,Московская,56.325329,43.941038,,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_31_m_14_et._1968328668,"
 1-к квартира",12500,"Нижний Новгород, Автозаводская линия, метро Чкаловская",31.0,1,4,0,2020-07-05 18:46:00,,200 м,Чкаловская,56.310602,43.937077,,Канавинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_48_m_517_et._1970713174,"
 2-к квартира",15000,"д. Афонино, ул. Красная Поляна, 4",48.0,5,17,0,2020-07-07 10:20:00,,,без метро,56.278118000000006,44.083718,,область
/nizhniy_novgorod/kvartiry/2-k_kvartira_53.1_m_1419_et._1835413787,"
 2-к квартира",22000,"д. Афонино, ул. Красная Поляна, 4",53.1,14,19,50,2020-07-10 11:57:00,,,без метро,56.278118000000006,44.083718,,область
/nizhniy_novgorod/kvartiry/1-k_kvartira_24_m_39_et._1797060433,"
 1-к квартира",9000,"микрорайон Северный, ул. Пермякова, 16",24.0,3,9,50,2020-07-06 12:17:00,Агентство,"2,2 км",Комсомольская,56.269521,43.871212,603095.0,Автозаводский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_40_m_514_et._1963213109,"
 1-к квартира",15000,"пр-т Гагарина, 101к5",40.0,5,14,50,2020-07-04 19:46:00,Агентство,,без метро,56.236466,43.953606,603107.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_43_m_910_et._535493268,"
 1-к квартира",15000,"Казанское ш., 10к5",43.0,9,10,0,2020-07-11 16:48:00,,,без метро,56.286637,44.077762,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_46_m_610_et._1097742155,"
 1-к квартира",18000,"ул. Родионова, 195",46.0,6,10,0,2020-07-13 19:45:00,,,без метро,56.302213,44.079109,603163.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_44_m_89_et._1566203800,"
 2-к квартира",14000,"ул. Сергея Акимова, 2",44.0,8,9,50,2020-07-13 07:45:00,Агентство,600 м,Стрелка,56.331463,43.942224,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_42_m_1517_et._1555688629,"
 1-к квартира",14000,"Канавинский район, жилой район Мещерское Озеро, ул. Карла Маркса, 52",42.0,15,17,60,2020-07-13 14:25:00,Агентство,500 м,Стрелка,56.340121,43.950093,603159.0,Канавинский район
/nizhniy_novgorod/kvartiry/studiya_45_m_1112_et._1897857538,"
 Студия",27000,"Казанское ш., 10к5",45.0,11,12,0,2020-07-15 15:09:00,,,без метро,56.286637,44.077762,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_45_m_15_et._1838340719,"
 2-к квартира",16000,"ул. Сурикова, 14",45.0,1,5,0,2020-07-06 10:27:00,,,без метро,56.277403,43.985217,603081.0,Приокский район
/nizhniy_novgorod/kvartiry/studiya_22_m_19_et._1387772181,"
 Студия",13000,"ул. Белинского, 87",22.0,1,9,0,2020-07-11 12:20:00,,"2,2 км",Горьковская,56.318511,44.028938,603024.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_48_m_67_et._1849094628,"
 1-к квартира",26000,"Сергиевская ул., 8",48.0,6,7,70,2020-07-14 09:32:00,Агентство,"1,1 км",Горьковская,56.323348,43.992925,603000.0,Нижегородский район
/nizhniy_novgorod/kvartiry/3-k_kvartira_55_m_29_et._1875958390,"
 3-к квартира",18000,"ул. Октябрьской Революции, 51",55.0,2,9,0,2020-07-10 16:35:00,,500 м,Ленинская,56.302612,43.938083,603011.0,Ленинский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_52_m_99_et._1948941047,"
 2-к квартира",19000,"ул. Голубева, 3к3",52.0,9,9,0,2020-07-11 10:20:00,,"1,3 км",Заречная,56.288351,43.948656,603132.0,Ленинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_38_m_1126_et._1286974330,"
 1-к квартира",13000,"д. Анкудиновка, Русская ул., 7",38.0,11,26,0,2020-07-06 22:35:00,,,без метро,56.249051,44.045557,,область
/nizhniy_novgorod/kvartiry/2-k_kvartira_63_m_710_et._1493498273,"
 2-к квартира",20000,"Нижне-Печёрская ул., 6",63.0,7,10,0,2020-07-07 10:12:00,,,без метро,56.285114,44.065158,603087.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30.4_m_49_et._1964130838,"
 1-к квартира",15000,"пр-т Гагарина, 21к10",30.4,4,9,0,2020-07-10 14:42:00,,"1,8 км",Горьковская,56.301104,43.978884,603022.0,Советский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_30_m_15_et._1981483663,"
 1-к квартира",13500,"Ярмарочный пр., 6",30.0,1,5,0,2020-07-10 10:55:00,,700 м,Стрелка,56.33017099999999,43.956058,603070.0,Канавинский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_25_et._1977187474,"
 1-к квартира",13000,"ул. Энгельса, 16",32.0,2,5,0,2020-07-14 21:35:00,Агентство,"1,8 км",Буревестник,56.34458100000001,43.870853,603003.0,Сормовский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32.8_m_49_et._1899682846,"
 1-к квартира",13000,"Республиканская ул., 33",32.8,4,9,60,2020-07-04 13:37:00,,2 км,Горьковская,56.311801,44.026216,603089.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_80_m_22_et._1938162375,"
 2-к квартира",15000,"Новосоветская ул., 11",80.0,2,2,0,2020-07-05 15:55:00,,,без метро,56.348926,43.842547,603054.0,Сормовский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_50_m_39_et._1951142484,"
 2-к квартира",15000,"ул. Адмирала Макарова, 6",50.0,3,9,50,2020-07-04 12:48:00,Агентство,1 км,Заречная,56.28668199999999,43.944587,603132.0,Ленинский район
/nizhniy_novgorod/kvartiry/studiya_18_m_818_et._1953329447,"
 Студия",9500,"д. Афонино, ул. Красная Поляна, 2",18.0,8,18,0,2020-07-07 20:16:00,,,без метро,56.276738,44.084544,,область
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_69_et._1965310261,"
 1-к квартира",12000,"Фруктовая ул., 5к1",35.0,6,9,50,2020-07-08 10:19:00,Агентство,,без метро,56.31746700000001,44.05454,603093.0,Нижегородский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_41_m_719_et._1957256003,"
 1-к квартира",15000,"ул. Тимирязева, 3к2",41.0,7,19,0,2020-07-10 10:12:00,,"1,1 км",Горьковская,56.30445,43.997129,603022.0,Советский район
/nizhniy_novgorod/kvartiry/2-k_kvartira_57_m_710_et._1980468378,"
 2-к квартира",20000,"Горная ул., 11к4",57.0,7,10,0,2020-07-13 08:59:00,,,без метро,56.25810300000001,43.980295,603062.0,Приокский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_32_m_23_et._1957261485,"
 1-к квартира",8000,"сельский пос. Новинки, Олимпийский пр-т",32.0,2,3,0,2020-07-09 22:14:00,,,без метро,56.193652,43.85515,,область
/nizhniy_novgorod/kvartiry/1-k_kvartira_33.1_m_1010_et._1973719012,"
 1-к квартира",12000,"ул. Бориса Видяева, 16",33.1,10,10,50,2020-07-13 10:18:00,,,без метро,56.208269,43.821625,,Автозаводский район
/nizhniy_novgorod/kvartiry/studiya_25_m_23_et._1348927937,"
 Студия",15900,"пос. Селекционной Станции, 12В",25.0,2,3,0,2020-07-13 16:54:00,Агентство,,без метро,56.207398,44.021743,,область
/nizhniy_novgorod/kvartiry/2-k_kvartira_60_m_35_et._1921234899,"
 2-к квартира",15000,"ул. Героя Рябцева, 18",60.0,3,5,55,2020-07-09 09:48:00,Агентство,"2,3 км",Буревестник,56.318566,43.868086,603047.0,Московский район
/nizhniy_novgorod/kvartiry/1-k_kvartira_35_m_22_et._1711741566,"
 1-к квартира",5000,"микрорайон Караваиха, ул. Столетова, 7",35.0,2,2,100,2020-07-09 22:10:00,,,без метро,56.267352,43.981642,603009.0,Приокский район
