y,agency,commissionPercent,metroDistance,metroStation,metroLine,apartmentType,apartmentSquare,apartmentFloor,buildingFloor,absoluteTime,relativeTime,latitude,longitude,postalCode,area,vip
4,Yes,70,1800,Горьковская,Автозаводская линия,2-к квартира,72.0,9,10,1569258180,5 дней назад,56.31493100000001,44.023584,603024,Советский район,No
2,Yes,30,1500,Буревестник,Сормовская линия,1-к квартира,30.0,1,5,1569248640,5 дней назад,56.320428,43.886007,603044,Московский район,No
1,No,15,5200,Пролетарская,Автозаводская линия,Студия,50.0,7,10,1569246480,5 дней назад,56.238287,43.980034,603152,Приокский район,No
4,Yes,0,800,Горьковская,Автозаводская линия,2-к квартира,57.0,9,10,1569255420,5 дней назад,56.312125,43.982298,603000,Нижегородский район,No
2,No,0,5200,Буревестник,Сормовская линия,2-к квартира,45.0,1,3,1569248400,5 дней назад,56.364270999999995,43.828317999999996,603050,Сормовский район,No
4,Yes,15,3200,Горьковская,Автозаводская линия,3-к квартира,76.0,17,19,1569255360,5 дней назад,56.285139,43.985935999999995,603081,Советский район,No
2,Yes,60,3000,Горьковская,Автозаводская линия,1-к квартира,33.0,3,5,1569247800,5 дней назад,56.29841700000001,44.034301,603106,Советский район,No
3,Yes,70,600,Горьковская,Автозаводская линия,2-к квартира,49.0,1,5,1569345000,4 дня назад,56.319244999999995,43.997578000000004,603000,Нижегородский район,No
2,No,0,400,Двигатель Революции,Автозаводская линия,1-к квартира,38.0,9,12,1569342660,4 дня назад,56.280661,43.92292800000001,603135,Ленинский район,No
2,No,0,2300,Горьковская,Автозаводская линия,1-к квартира,33.0,3,4,1569343080,4 дня назад,56.293457,44.003534,603146,Советский район,No
3,No,0,700,Парк Культуры,Автозаводская линия,2-к квартира,70.0,4,5,1569342420,4 дня назад,56.243990000000004,43.849132,603138,Автозаводский район,No
2,No,0,700,Двигатель Революции,Автозаводская линия,2-к квартира,44.0,3,5,1569339300,4 дня назад,56.28216,43.914331,603135,Ленинский район,No
4,No,0,1700,Горьковская,Автозаводская линия,2-к квартира,70.0,9,11,1569344760,4 дня назад,56.307092000000004,44.020278999999995,603105,Советский район,No
2,Yes,25,2100,Буревестник,Сормовская линия,2-к квартира,43.0,5,6,1569337860,4 дня назад,56.319418999999996,43.871293,603047,Московский район,No
4,Yes,0,300,Горьковская,Автозаводская линия,5-к квартира,197.0,3,5,1569336060,4 дня назад,56.311595999999994,43.996984999999995,603000,Советский район,No
1,No,0,700,Заречная,Автозаводская линия,1-к квартира,32.0,3,5,1569335820,4 дня назад,56.291204,43.93484,603140,Ленинский район,No
4,No,0,5900,Горьковская,Автозаводская линия,2-к квартира,43.0,2,3,1569339780,4 дня назад,56.30403100000001,44.089036,603126,Нижегородский район,No
3,No,0,5400,Горьковская,Автозаводская линия,1-к квартира,36.0,7,10,1569336180,4 дня назад,56.286088,44.066488,603087,Нижегородский район,No
2,Yes,50,1300,Стрелка,Сормовская линия,1-к квартира,34.0,5,12,1569333660,4 дня назад,56.33801999999999,43.928345,603070,Канавинский район,No
4,No,0,5600,Горьковская,Автозаводская линия,2-к квартира,56.0,9,10,1569334800,4 дня назад,56.294891,44.078894,603163,Нижегородский район,No
4,No,0,1800,Горьковская,Автозаводская линия,1-к квартира,38.0,8,9,1569337260,4 дня назад,56.297488,43.991236,603098,Советский район,No
2,No,70,3900,Буревестник,Сормовская линия,2-к квартира,46.0,2,2,1569331740,4 дня назад,56.358238,43.847326,603040,Сормовский район,No
4,No,0,1400,Горьковская,Автозаводская линия,2-к квартира,60.0,3,5,1569336900,4 дня назад,56.31913,44.015104,603006,Нижегородский район,No
3,Yes,60,900,Горьковская,Автозаводская линия,2-к квартира,36.0,7,9,1569333960,4 дня назад,56.320762,43.98677100000001,603109,Нижегородский район,No
3,Yes,70,4600,Горьковская,Автозаводская линия,2-к квартира,42.0,4,5,1569329280,4 дня назад,56.285698,44.049618,603136,Советский район,No
4,Yes,0,1500,Горьковская,Автозаводская линия,3-к квартира,80.0,4,8,1569332700,4 дня назад,56.303561,43.978866,603022,Советский район,No
1,No,0,800,Парк Культуры,Автозаводская линия,1-к квартира,34.5,6,9,1569327300,4 дня назад,56.237237,43.869586,603016,Автозаводский район,No
2,Yes,70,1800,Горьковская,Автозаводская линия,1-к квартира,40.0,7,12,1569326760,4 дня назад,56.309768999999996,44.022667999999996,603105,Советский район,No
3,Yes,60,800,Стрелка,Сормовская линия,2-к квартира,50.0,6,9,1569326400,4 дня назад,56.335406000000006,43.935936,603070,Канавинский район,No
3,No,50,2200,Горьковская,Автозаводская линия,2-к квартира,43.0,1,4,1569326820,4 дня назад,56.294926000000004,44.007379,603146,Советский район,No
4,Yes,70,1600,Горьковская,Автозаводская линия,3-к квартира,100.0,5,9,1569332100,4 дня назад,56.323952,44.013766,603005,Нижегородский район,No
3,No,0,2100,Горьковская,Автозаводская линия,2-к квартира,54.0,2,9,1569328080,4 дня назад,56.2956,43.990392,603057,Советский район,No
2,Yes,50,4000,Горьковская,Автозаводская линия,1-к квартира,36.0,2,9,1569324240,4 дня назад,56.296439,44.050884,603106,Советский район,No
3,No,50,5600,Горьковская,Автозаводская линия,2-к квартира,60.0,13,17,1569327600,4 дня назад,56.284464,44.068788,603087,Нижегородский район,No
2,No,0,1100,Автозаводская,Автозаводская линия,2-к квартира,47.4,2,5,1569322800,5 дней назад,56.265917,43.894128,603053,Автозаводский район,No
2,No,0,400,Московская,Сормовская линия,1-к квартира,34.0,7,9,1569322800,5 дней назад,56.324142,43.941389,603116,Канавинский район,No
4,Yes,70,800,Горьковская,Автозаводская линия,2-к квартира,80.0,12,18,1569328200,4 дня назад,56.309124,44.003714,603105,Советский район,No
4,Yes,70,800,Стрелка,Сормовская линия,2-к квартира,65.0,5,10,1569326040,4 дня назад,56.341927,43.951162,603159,Канавинский район,No
4,Yes,70,6100,Горьковская,Автозаводская линия,3-к квартира,66.0,7,9,1569323400,5 дней назад,56.284943999999996,44.07963,603087,Нижегородский район,No
4,Yes,0,5000,Горьковская,Автозаводская линия,2-к квартира,62.0,3,12,1569326760,4 дня назад,56.303107,44.074195,603163,Нижегородский район,No
4,Yes,70,1700,Горьковская,Автозаводская линия,3-к квартира,115.0,6,10,1569327120,4 дня назад,56.314078,44.022965,603105,Советский район,No
4,Yes,70,1200,Горьковская,Автозаводская линия,3-к квартира,100.0,4,8,1569326040,4 дня назад,56.321067000000006,44.00949,603006,Нижегородский район,No
1,Yes,60,700,Парк Культуры,Автозаводская линия,1-к квартира,31.0,4,5,1569320280,5 дней назад,56.236585999999996,43.866451,603016,Автозаводский район,No
3,Yes,50,3200,Буревестник,Сормовская линия,3-к квартира,66.3,7,10,1569320280,5 дней назад,56.354406999999995,43.855743,603003,Сормовский район,No
2,Yes,70,1400,Парк Культуры,Автозаводская линия,2-к квартира,50.0,2,5,1569320520,5 дней назад,56.229696999999994,43.86673,603083,Автозаводский район,No
4,Yes,70,1500,Горьковская,Автозаводская линия,2-к квартира,73.0,4,9,1569326040,4 дня назад,56.313458,44.019704,603024,Советский район,No
4,No,0,700,Стрелка,Сормовская линия,3-к квартира,60.0,4,9,1569321240,5 дней назад,56.33493100000001,43.93864,603070,Канавинский район,No
4,Yes,50,1200,Горьковская,Автозаводская линия,1-к квартира,50.0,7,15,1569324900,4 дня назад,56.313139,44.014395,603115,Советский район,No
2,Yes,60,4800,Двигатель Революции,Автозаводская линия,1-к квартира,36.0,4,9,1569319680,5 дней назад,56.289584999999995,43.84703,604033,Канавинский район,No
2,Yes,50,1800,Парк Культуры,Автозаводская линия,2-к квартира,39.7,3,5,1569319860,5 дней назад,56.225768,43.85957,603142,Автозаводский район,No
2,No,0,1400,Буревестник,Сормовская линия,1-к квартира,35.0,3,10,1569319380,5 дней назад,56.338459,43.871984999999995,603157,Московский район,No
4,Yes,70,800,Горьковская,Автозаводская линия,3-к квартира,110.0,4,10,1569326040,4 дня назад,56.319479,44.001666,603000,Нижегородский район,No
2,Yes,50,3800,Горьковская,Автозаводская линия,1-к квартира,31.0,3,5,1569319620,5 дней назад,56.292438,44.041909999999994,603122,Советский район,No
3,Yes,0,3900,Автозаводская,Автозаводская линия,Студия,32.0,20,25,1567241580,более месяца назад,56.238847,43.95613,603107,Приокский район,No
2,Yes,60,200,Московская,Сормовская линия,1-к квартира,34.0,2,5,1567237740,более месяца назад,56.319539,43.944874,603002,Канавинский район,No
4,No,0,4200,Горьковская,Автозаводская линия,1-к квартира,43.0,10,17,1567315560,более месяца назад,56.286297999999995,44.042162,603162,Советский район,No
3,Yes,60,3000,Горьковская,Автозаводская линия,1-к квартира,38.0,5,17,1567272180,более месяца назад,56.287647,43.984777,603104,Советский район,No
4,Yes,60,1000,Горьковская,Автозаводская линия,1-к квартира,47.0,2,10,1567333740,более месяца назад,56.309853000000004,43.979989,603000,Советский район,No
4,Yes,50,800,Горьковская,Автозаводская линия,2-к квартира,70.0,8,14,1567342200,3 недели назад,56.309389,44.00472,603105,Советский район,No
1,Yes,75,2200,Кировская,Автозаводская линия,1-к квартира,35.0,3,9,1567189260,более месяца назад,56.262537,43.854638,603138,Автозаводский район,No
2,No,60,1900,Горьковская,Автозаводская линия,1-к квартира,32.0,1,5,1567202940,более месяца назад,56.297298,43.990248,603098,Советский район,No
2,Yes,70,700,Двигатель Революции,Автозаводская линия,1-к квартира,42.0,7,17,1567255680,более месяца назад,56.271719999999995,43.91647800000001,603090,Ленинский район,No
3,Yes,50,400,Парк Культуры,Автозаводская линия,3-к квартира,68.0,5,9,1567228800,более месяца назад,56.238431999999996,43.862049,603016,Автозаводский район,No
2,No,0,500,Московская,Сормовская линия,3-к квартира,64.0,1,9,1567181280,более месяца назад,56.324326,43.939655,603116,Канавинский район,No
2,Yes,60,2800,Парк Культуры,Автозаводская линия,1-к квартира,34.0,3,17,1567229160,более месяца назад,56.216875,43.865229,603083,Автозаводский район,No
3,Yes,70,1700,Буревестник,Сормовская линия,2-к квартира,56.0,4,9,1567267080,более месяца назад,56.341762,43.915553,603074,Московский район,No
2,No,0,2200,Бурнаковская,Сормовская линия,2-к квартира,45.0,15,19,1567192620,более месяца назад,56.311876,43.887544,603108,Канавинский район,No
1,No,0,2200,Парк Культуры,Автозаводская линия,Студия,18.0,2,10,1567174920,более месяца назад,56.229516000000004,43.83148,603142,Автозаводский район,No
2,No,50,700,Канавинская,Сормовская линия,1-к квартира,32.0,7,9,1567181040,более месяца назад,56.325609,43.933115,603116,Канавинский район,No
1,No,60,4000,Горьковская,Автозаводская линия,1-к квартира,32.0,3,5,1567179780,более месяца назад,56.292733,44.047102,603122,Советский район,No
2,Yes,50,2800,Парк Культуры,Автозаводская линия,1-к квартира,35.0,5,17,1567164720,более месяца назад,56.216875,43.865229,603083,Автозаводский район,No
3,No,60,4300,Горьковская,Автозаводская линия,2-к квартира,65.0,14,18,1567196820,более месяца назад,56.28589300000001,44.042799,603162,Советский район,No
4,No,0,1600,Стрелка,Сормовская линия,2-к квартира,50.0,13,19,1567238760,более месяца назад,56.348048,43.933097,603159,Канавинский район,No
3,No,60,2200,Горьковская,Автозаводская линия,2-к квартира,45.0,5,5,1567200060,более месяца назад,56.295030000000004,43.98422,603057,Советский район,No
1,No,0,5700,Парк Культуры,Автозаводская линия,1-к квартира,28.0,2,3,1567167180,более месяца назад,56.190160999999996,43.861205,603018,Богородский район,No
3,Yes,0,4500,Горьковская,Автозаводская линия,2-к квартира,56.0,1,9,1567178700,более месяца назад,56.299241,44.063074,603163,Нижегородский район,No
2,Yes,60,5900,Двигатель Революции,Автозаводская линия,1-к квартира,36.4,15,19,1567169340,более месяца назад,56.260018,44.012338,603144,Приокский район,No
2,Yes,0,2400,Горьковская,Автозаводская линия,2-к квартира,45.0,5,5,1567176720,более месяца назад,56.312734,44.03396,603089,Советский район,No
4,Yes,50,1700,Горьковская,Автозаводская линия,2-к квартира,70.0,5,9,1567261260,более месяца назад,56.315495,44.021437,603024,Советский район,No
3,No,0,5800,Горьковская,Автозаводская линия,1-к квартира,42.0,11,17,1567182360,более месяца назад,56.284829,44.073055,603163,Нижегородский район,No
3,Yes,50,6000,Горьковская,Автозаводская линия,1-к квартира,40.0,6,17,1567192620,более месяца назад,56.283908999999994,44.075408,603087,Нижегородский район,No
2,No,0,4100,Горьковская,Автозаводская линия,1-к квартира,30.2,5,5,1567188180,более месяца назад,56.291424,44.048297,603122,Советский район,No
4,No,50,800,Горьковская,Автозаводская линия,2-к квартира,60.0,2,18,1567254360,более месяца назад,56.312125,43.982298,603000,Нижегородский район,No
3,Yes,70,500,Стрелка,Сормовская линия,1-к квартира,43.0,2,17,1567171980,более месяца назад,56.339342,43.951899,603159,Канавинский район,No
3,No,0,4800,Горьковская,Автозаводская линия,2-к квартира,51.0,1,9,1567179960,более месяца назад,56.296997999999995,44.067305,603163,Нижегородский район,No
3,Yes,60,5000,Автозаводская,Автозаводская линия,1-к квартира,33.0,9,10,1567176180,более месяца назад,56.222995999999995,43.954019,603137,Приокский район,No
4,No,0,500,Ленинская,Автозаводская линия,3-к квартира,110.0,3,14,1567167180,более месяца назад,56.301534,43.942538,603011,Ленинский район,No
4,No,0,3000,Горьковская,Автозаводская линия,2-к квартира,74.0,7,18,1567165860,более месяца назад,56.286772,43.988146,603081,Советский район,No
2,Yes,50,600,Горьковская,Автозаводская линия,1-к квартира,41.0,8,9,1569240420,5 дней назад,56.316933,44.003085,603006,Нижегородский район,No
1,Yes,60,700,Двигатель Революции,Автозаводская линия,1-к квартира,32.0,1,5,1568875380,1 неделю назад,56.275874,43.911196000000004,603135,Ленинский район,No
1,Yes,60,2800,Буревестник,Сормовская линия,1-к квартира,31.0,1,9,1568874720,1 неделю назад,56.34823299999999,43.856336,603003,Сормовский район,No
2,Yes,60,900,Стрелка,Сормовская линия,2-к квартира,45.0,5,5,1568871600,1 неделю назад,56.331853,43.963074,603070,Канавинский район,No
1,No,60,2700,Горьковская,Автозаводская линия,2-к квартира,39.0,3,3,1568872320,1 неделю назад,56.292896999999996,44.017359,603146,Советский район,No
4,No,0,300,Горьковская,Автозаводская линия,2-к квартира,36.0,1,4,1568889960,1 неделю назад,56.311551,43.993976,603000,Нижегородский район,No
2,Yes,70,6600,Буревестник,Сормовская линия,2-к квартира,40.0,8,17,1568876340,1 неделю назад,56.361000000000004,43.798341,603139,Сормовский район,No
2,Yes,55,1300,Буревестник,Сормовская линия,2-к квартира,48.0,1,9,1568875620,1 неделю назад,56.34056500000001,43.875533000000004,603157,Сормовский район,No
1,Yes,50,300,Чкаловская,Автозаводская линия,1-к квартира,30.0,2,9,1568877660,1 неделю назад,56.313807999999995,43.941146,603059,Канавинский район,No
2,Yes,50,700,Заречная,Автозаводская линия,1-к квартира,32.0,3,5,1568873700,1 неделю назад,56.287431999999995,43.939178999999996,603132,Ленинский район,No
2,No,0,1500,Стрелка,Сормовская линия,2-к квартира,50.0,4,9,1568872380,1 неделю назад,56.34539399999999,43.934031,603159,Канавинский район,No
4,No,0,600,Горьковская,Автозаводская линия,2-к квартира,100.0,2,5,1568882940,1 неделю назад,56.310047999999995,44.001612,603105,Советский район,No
2,Yes,60,900,Московская,Сормовская линия,1-к квартира,38.0,1,9,1568873760,1 неделю назад,56.32708100000001,43.935774,603116,Канавинский район,No
2,No,50,2600,Парк Культуры,Автозаводская линия,1-к квартира,34.0,8,10,1568869140,1 неделю назад,56.23011700000001,43.823871000000004,603142,Автозаводский район,No
4,No,0,600,Московская,Сормовская линия,3-к квартира,69.0,6,9,1568873880,1 неделю назад,56.32513,43.939295,603116,Канавинский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,2-к квартира,75.0,7,10,1568880600,1 неделю назад,56.310113,43.996373999999996,603000,Нижегородский район,No
4,Yes,70,1500,Горьковская,Автозаводская линия,2-к квартира,80.0,4,9,1568880300,1 неделю назад,56.315121,44.019731,603024,Советский район,No
4,Yes,70,5300,Горьковская,Автозаводская линия,1-к квартира,45.0,7,22,1568880480,1 неделю назад,56.307716000000006,44.080556,603093,Нижегородский район,No
4,No,0,1200,Кировская,Автозаводская линия,3-к квартира,68.0,7,9,1568876160,1 неделю назад,56.256328,43.86673,603043,Автозаводский район,No
4,Yes,70,2400,Горьковская,Автозаводская линия,2-к квартира,62.0,10,10,1568880480,1 неделю назад,56.307467,44.031211,603089,Советский район,No
1,No,0,1500,Буревестник,Сормовская линия,1-к квартира,39.0,5,9,1568863860,1 неделю назад,56.332631000000006,43.868724,603157,Московский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,1-к квартира,45.0,8,10,1568880420,1 неделю назад,56.310513,43.998306,603000,Нижегородский район,No
4,Yes,70,1700,Горьковская,Автозаводская линия,2-к квартира,60.0,2,10,1568880480,1 неделю назад,56.314856000000006,44.022156,603024,Советский район,No
4,Yes,70,3200,Горьковская,Автозаводская линия,2-к квартира,80.0,12,18,1568880060,1 неделю назад,56.285798,43.986017,603081,Советский район,No
4,Yes,70,500,Горьковская,Автозаводская линия,2-к квартира,60.0,8,10,1568880480,1 неделю назад,56.31239,44.001881,603000,Нижегородский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,1-к квартира,50.0,8,10,1568880420,1 неделю назад,56.310143000000004,43.996186,603000,Нижегородский район,No
4,Yes,40,500,Горьковская,Автозаводская линия,2-к квартира,76.0,5,17,1568876520,1 неделю назад,56.310398,44.000336,603000,Советский район,No
4,No,0,900,Горьковская,Автозаводская линия,2-к квартира,45.0,6,9,1568861580,1 неделю назад,56.31746700000001,44.007262,603006,Нижегородский район,No
2,No,0,2300,Буревестник,Сормовская линия,2-к квартира,45.0,2,5,1568840880,1 неделю назад,56.318566000000004,43.868086,603047,Московский район,No
2,No,60,600,Двигатель Революции,Автозаводская линия,1-к квартира,31.0,3,5,1568836320,1 неделю назад,56.273925,43.915077000000004,603090,Ленинский район,No
2,Yes,60,2400,Бурнаковская,Сормовская линия,3-к квартира,52.0,4,5,1568829720,1 неделю назад,56.311811,43.882692999999996,603028,Канавинский район,No
2,Yes,60,1200,Горьковская,Автозаводская линия,2-к квартира,46.0,2,2,1568838720,1 неделю назад,56.303461,43.988802,603022,Советский район,No
2,No,60,6100,Буревестник,Сормовская линия,2-к квартира,45.0,7,9,1568830140,1 неделю назад,56.361788,43.807369,603158,Сормовский район,No
2,Yes,80,900,Заречная,Автозаводская линия,1-к квартира,38.0,9,9,1568829000,1 неделю назад,56.286468000000006,43.942907,603132,Ленинский район,No
1,Yes,60,1100,Парк Культуры,Автозаводская линия,1-к квартира,35.0,3,5,1568834280,1 неделю назад,56.231993,43.860837,603083,Автозаводский район,No
3,No,0,600,Стрелка,Сормовская линия,1-к квартира,40.0,8,17,1568835720,1 неделю назад,56.340086,43.952905,603159,Канавинский район,No
2,No,50,1000,Заречная,Автозаводская линия,1-к квартира,33.0,3,9,1568827980,1 неделю назад,56.29306700000001,43.919577000000004,603034,Ленинский район,No
3,Yes,70,1300,Парк Культуры,Автозаводская линия,3-к квартира,65.0,7,10,1568828160,1 неделю назад,56.237347,43.84042700000001,603142,Автозаводский район,No
3,No,0,1200,Буревестник,Сормовская линия,3-к квартира,79.0,9,9,1568824740,1 неделю назад,56.336748,43.873269,603157,Московский район,No
2,Yes,60,1800,Парк Культуры,Автозаводская линия,1-к квартира,33.0,5,9,1568826480,1 неделю назад,56.25691800000001,43.852662,603138,Автозаводский район,No
3,Yes,70,800,Горьковская,Автозаводская линия,2-к квартира,52.0,5,5,1568837640,1 неделю назад,56.321211,43.997982,603005,Нижегородский район,No
3,No,0,2700,Горьковская,Автозаводская линия,2-к квартира,47.0,1,3,1568830920,1 неделю назад,56.310762,44.037625,603089,Советский район,No
3,No,0,900,Заречная,Автозаводская линия,2-к квартира,40.0,5,5,1568829360,1 неделю назад,56.287537,43.914771,603034,Ленинский район,No
2,No,0,5700,Парк Культуры,Автозаводская линия,Студия,23.0,3,3,1568815080,1 неделю назад,56.190026,43.862319,607635,Богородский район,No
2,No,0,900,Комсомольская,Автозаводская линия,2-к квартира,48.0,7,9,1568815920,1 неделю назад,56.26054300000001,43.888433,603065,Автозаводский район,No
1,No,70,500,Чкаловская,Автозаводская линия,1-к квартира,31.0,5,5,1568814720,1 неделю назад,56.30826999999999,43.938424,603059,Канавинский район,No
2,Yes,70,1300,Парк Культуры,Автозаводская линия,1-к квартира,40.0,7,10,1568822160,1 неделю назад,56.252892,43.855977,603101,Автозаводский район,No
4,Yes,70,5300,Горьковская,Автозаводская линия,1-к квартира,45.0,10,22,1568368800,2 недели назад,56.307171999999994,44.080385,603093,Нижегородский район,No
4,Yes,70,1100,Горьковская,Автозаводская линия,1-к квартира,50.0,5,8,1568368800,2 недели назад,56.323347999999996,43.992925,603000,Нижегородский район,No
4,Yes,70,1200,Горьковская,Автозаводская линия,3-к квартира,124.0,5,10,1568378280,2 недели назад,56.321067000000006,44.00949,603006,Нижегородский район,No
4,No,0,1100,Горьковская,Автозаводская линия,1-к квартира,45.0,17,19,1568366280,2 недели назад,56.30445,43.997129,603022,Советский район,No
4,Yes,70,1900,Горьковская,Автозаводская линия,3-к квартира,90.0,7,8,1568368380,2 недели назад,56.32462099999999,44.019667999999996,603006,Нижегородский район,No
4,Yes,0,1300,Горьковская,Автозаводская линия,1-к квартира,50.0,7,10,1568368860,2 недели назад,56.31951899999999,44.013020000000004,603006,Нижегородский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,1-к квартира,45.0,7,9,1568368920,2 недели назад,56.310513,43.998306,603000,Нижегородский район,No
4,No,0,3900,Автозаводская,Автозаводская линия,1-к квартира,50.0,18,25,1568364960,2 недели назад,56.238202,43.955115,603107,Приокский район,No
4,Yes,70,5300,Горьковская,Автозаводская линия,2-к квартира,70.0,10,19,1568368500,2 недели назад,56.307171999999994,44.080385,603093,Нижегородский район,No
4,Yes,70,2500,Горьковская,Автозаводская линия,2-к квартира,68.0,5,9,1568368560,2 недели назад,56.322679,44.032181,603155,Нижегородский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,1-к квартира,52.0,5,10,1568368920,2 недели назад,56.31010300000001,43.995915999999994,603000,Нижегородский район,No
4,No,0,3900,Автозаводская,Автозаводская линия,2-к квартира,68.0,22,25,1568355960,2 недели назад,56.238202,43.955115,603107,Приокский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,3-к квартира,95.0,7,9,1568368860,2 недели назад,56.310483,43.992018,603000,Советский район,No
4,Yes,60,900,Горьковская,Автозаводская линия,2-к квартира,80.0,2,10,1568348160,2 недели назад,56.305489,43.995683,603022,Советский район,No
4,Yes,70,2800,Горьковская,Автозаводская линия,3-к квартира,98.0,10,19,1568368380,2 недели назад,56.32282900000001,44.037418,603024,Нижегородский район,No
2,Yes,55,4200,Автозаводская,Автозаводская линия,1-к квартира,42.0,6,9,1568315100,2 недели назад,56.22784,43.945853,603137,Приокский район,No
4,Yes,70,300,Горьковская,Автозаводская линия,2-к квартира,60.0,8,8,1568351640,2 недели назад,56.314161999999996,43.989215,603000,Нижегородский район,No
2,No,0,2100,Буревестник,Сормовская линия,2-к квартира,43.0,5,5,1568299860,2 недели назад,56.32218,43.86649600000001,603047,Московский район,No
3,No,0,5900,Горьковская,Автозаводская линия,2-к квартира,76.0,14,17,1568321460,2 недели назад,56.26259200000001,44.017736,603136,Приокский район,No
3,Yes,70,2600,Парк Культуры,Автозаводская линия,3-к квартира,78.0,5,10,1568303040,2 недели назад,56.23011700000001,43.823871000000004,603142,Автозаводский район,No
1,No,50,2200,Буревестник,Сормовская линия,1-к квартира,30.0,3,5,1568295180,2 недели назад,56.347085,43.866343,603003,Сормовский район,No
3,No,30,800,Горьковская,Автозаводская линия,3-к квартира,50.0,5,5,1568295300,2 недели назад,56.321211,43.997982,603005,Нижегородский район,No
2,Yes,0,2700,Буревестник,Сормовская линия,1-к квартира,36.0,5,5,1568299500,2 недели назад,56.328564,43.850587,603035,Московский район,No
2,Yes,60,1500,Буревестник,Сормовская линия,Студия,20.0,6,10,1568282160,2 недели назад,56.342765,43.911286,603074,Сормовский район,No
1,Yes,60,2400,Парк Культуры,Автозаводская линия,1-к квартира,33.0,8,17,1568282940,2 недели назад,56.230577000000004,43.826602,603142,Автозаводский район,No
2,No,50,1100,Парк Культуры,Автозаводская линия,2-к квартира,46.0,3,5,1568290620,2 недели назад,56.234115,43.872227,603147,Автозаводский район,No
1,Yes,80,1500,Парк Культуры,Автозаводская линия,Студия,24.0,1,5,1568272020,2 недели назад,56.228921,43.85197,603083,Автозаводский район,No
2,Yes,50,2300,Буревестник,Сормовская линия,1-к квартира,35.0,6,9,1568277900,2 недели назад,56.330943999999995,43.855725,603035,Сормовский район,No
2,Yes,50,1700,Ленинская,Автозаводская линия,2-к квартира,39.0,2,2,1568276100,2 недели назад,56.29987,43.910307,603034,Ленинский район,No
1,No,50,6000,Буревестник,Сормовская линия,1-к квартира,34.0,6,9,1568278200,2 недели назад,56.363698,43.810961999999996,603158,Сормовский район,No
2,No,50,900,Кировская,Автозаводская линия,2-к квартира,50.0,2,5,1568272620,2 недели назад,56.254231999999995,43.869811,603111,Автозаводский район,No
3,Yes,50,5600,Буревестник,Сормовская линия,3-к квартира,72.0,3,9,1568275560,2 недели назад,56.36450600000001,43.820637,603128,Сормовский район,No
2,No,50,1300,Стрелка,Сормовская линия,1-к квартира,35.0,5,14,1568275680,2 недели назад,56.33801999999999,43.928345,603070,Канавинский район,No
2,Yes,50,1900,Парк Культуры,Автозаводская линия,1-к квартира,33.7,7,9,1568281680,2 недели назад,56.226414,43.873259999999995,603083,Автозаводский район,No
2,No,0,3400,Горьковская,Автозаводская линия,1-к квартира,31.0,4,5,1568289240,2 недели назад,56.294895999999994,44.037077000000004,603122,Советский район,No
2,Yes,50,400,Московская,Сормовская линия,2-к квартира,50.0,4,10,1568271900,2 недели назад,56.323523,43.940957,603002,Канавинский район,No
2,Yes,85,1400,Парк Культуры,Автозаводская линия,1-к квартира,35.0,3,9,1568271480,2 недели назад,56.251867000000004,43.846446,603138,Автозаводский район,No
1,No,55,700,Парк Культуры,Автозаводская линия,1-к квартира,36.0,5,9,1568270160,2 недели назад,56.23713100000001,43.867745,603016,Автозаводский район,No
2,Yes,0,5100,Пролетарская,Автозаводская линия,1-к квартира,36.0,6,9,1568265720,2 недели назад,56.240123,43.980411,603152,Приокский район,No
2,Yes,60,5900,Горьковская,Автозаводская линия,1-к квартира,43.0,8,17,1568282040,2 недели назад,56.263831999999994,44.012957,603144,Приокский район,No
4,No,0,1700,Горьковская,Автозаводская линия,3-к квартира,100.0,2,10,1568317980,2 недели назад,56.317577,44.02222800000001,603024,Советский район,No
2,No,0,900,Ленинская,Автозаводская линия,1-к квартира,34.0,3,23,1568293140,2 недели назад,56.300635,43.951144,603132,Ленинский район,No
3,No,0,4900,Горьковская,Автозаводская линия,2-к квартира,60.0,3,9,1568279340,2 недели назад,56.294421,44.066254,603163,Нижегородский район,No
2,Yes,60,1500,Беревестник,None,1-к квартира,34.0,4,10,1568274720,2 недели назад,56.341228,43.913927,603074,Московский район,No
3,Yes,70,6300,Горьковская,Автозаводская линия,1-к квартира,47.0,5,5,1568282880,2 недели назад,56.2827,44.080331,603163,Нижегородский район,No
4,Yes,70,4200,Двигатель Революции,Автозаводская линия,3-к квартира,100.0,7,10,1568277660,2 недели назад,56.257107999999995,43.98034000000001,603062,Приокский район,No
3,Yes,0,4400,Горьковская,Автозаводская линия,1-к квартира,46.0,5,17,1568275740,2 недели назад,56.298477,44.06078400000001,603163,Нижегородский район,No
4,Yes,70,5500,Горьковская,Автозаводская линия,2-к квартира,72.0,5,10,1568282880,2 недели назад,56.29569,44.077698999999996,603163,Нижегородский район,No
3,Yes,70,3300,Горьковская,Автозаводская линия,1-к квартира,47.0,15,18,1568282880,2 недели назад,56.284374,43.988056,603081,Советский район,No
