y,agency,commissionPercent,metroDistance,metroStation,metroLine,apartmentType,apartmentSquare,apartmentFloor,buildingFloor,absoluteTime,relativeTime,latitude,longitude,postalCode,area,vip
4,Yes,50,1800,Горьковская,Автозаводская линия,3-к квартира,98.0,5,7,1568822100,1 неделю назад,56.316143999999994,44.024258,603024,Советский район,No
2,Yes,65,2500,Буревестник,Сормовская линия,2-к квартира,50.0,2,17,1568811180,1 неделю назад,56.345324,43.857521999999996,603054,Сормовский район,No
2,Yes,0,4200,Горьковская,Автозаводская линия,1-к квартира,40.0,13,17,1568806800,1 неделю назад,56.286297999999995,44.042162,603162,Советский район,No
4,Yes,40,1400,Горьковская,Автозаводская линия,3-к квартира,68.0,4,6,1568808480,1 неделю назад,56.316729,44.017494,603006,Нижегородский район,No
4,No,0,4700,Горьковская,Автозаводская линия,3-к квартира,90.0,7,10,1568818500,1 неделю назад,56.303731000000006,44.069551000000004,603163,Нижегородский район,No
2,Yes,50,1400,Буревестник,Сормовская линия,2-к квартира,45.0,6,9,1568796360,1 неделю назад,56.327091,43.873449,603157,Московский район,No
2,Yes,70,2500,Горьковская,Автозаводская линия,2-к квартира,60.0,2,5,1568796960,1 неделю назад,56.292303000000004,43.983169000000004,603057,Советский район,No
3,Yes,70,200,Горьковская,Автозаводская линия,1-к квартира,35.0,3,9,1568812440,1 неделю назад,56.315475,43.995484999999995,603000,Нижегородский район,No
2,Yes,58,2000,Горьковская,Автозаводская линия,1-к квартира,28.9,9,9,1568798100,1 неделю назад,56.318022,44.026934999999995,603024,Советский район,No
4,Yes,70,3300,Горьковская,Автозаводская линия,2-к квартира,75.0,8,19,1568808540,1 неделю назад,56.284374,43.988056,603081,Советский район,No
3,Yes,50,4600,Горьковская,Автозаводская линия,2-к квартира,67.0,18,18,1568801940,1 неделю назад,56.313648,44.069731,603093,Нижегородский район,No
2,No,0,600,Двигатель Революции,Автозаводская линия,1-к квартира,42.0,3,17,1568792760,1 неделю назад,56.27228,43.917161,603090,Ленинский район,No
2,Yes,50,700,Стрелка,Сормовская линия,2-к квартира,38.0,2,5,1568788380,1 неделю назад,56.32928199999999,43.954944,603070,Канавинский район,No
4,Yes,70,2500,Горьковская,Автозаводская линия,3-к квартира,106.0,4,10,1568812380,1 неделю назад,56.32337800000001,44.030951,603155,Нижегородский район,No
4,No,70,2100,Горьковская,Автозаводская линия,2-к квартира,75.0,7,10,1568803140,1 неделю назад,56.317308,44.027851,603024,Советский район,No
3,Yes,50,1300,Парк Культуры,Автозаводская линия,2-к квартира,65.0,9,10,1568795400,1 неделю назад,56.233118999999995,43.845735999999995,603142,Автозаводский район,No
2,Yes,60,500,Бурнаковская,Сормовская линия,2-к квартира,43.0,5,5,1568785800,1 неделю назад,56.32928199999999,43.918059,603074,Московский район,No
2,Yes,69,500,Заречная,Автозаводская линия,2-к квартира,44.0,3,5,1568795640,1 неделю назад,56.281551,43.926521,603076,Ленинский район,No
1,Yes,65,2300,Горьковская,Автозаводская линия,1-к квартира,26.0,3,3,1568785080,1 неделю назад,56.293152,44.000686,603057,Советский район,No
4,No,0,500,Горьковская,Автозаводская линия,2-к квартира,60.0,8,9,1568806260,1 неделю назад,56.312385,44.002078999999995,603000,Нижегородский район,No
4,Yes,70,6100,Горьковская,Автозаводская линия,2-к квартира,80.0,3,10,1568797560,1 неделю назад,56.285004,44.078831,603087,Нижегородский район,No
4,No,0,3700,Буревестник,Сормовская линия,2-к квартира,55.0,2,9,1568798100,1 неделю назад,56.312718999999994,43.845403999999995,603124,Московский район,No
4,No,0,1400,Горьковская,Автозаводская линия,2-к квартира,62.0,2,2,1568798100,1 неделю назад,56.32635300000001,43.996356,603001,Нижегородский район,No
4,Yes,70,1700,Горьковская,Автозаводская линия,4-к квартира,120.0,8,10,1568796360,1 неделю назад,56.315495,44.021437,603024,Советский район,No
4,Yes,70,600,Горьковская,Автозаводская линия,1-к квартира,47.0,12,19,1568796420,1 неделю назад,56.30990799999999,44.000893,603000,Советский район,No
4,Yes,70,500,Горьковская,Автозаводская линия,1-к квартира,42.0,12,19,1568796360,1 неделю назад,56.310382999999995,44.000578999999995,603000,Советский район,No
4,Yes,70,400,Горьковская,Автозаводская линия,3-к квартира,87.0,5,10,1568796360,1 неделю назад,56.310263,43.996734000000004,603000,Нижегородский район,No
4,Yes,70,5300,Горьковская,Автозаводская линия,1-к квартира,54.0,11,25,1568796360,1 неделю назад,56.307171999999994,44.080385,603093,Нижегородский район,No
4,Yes,70,1500,Горьковская,Автозаводская линия,2-к квартира,65.0,5,7,1568797620,1 неделю назад,56.320147999999996,44.017241999999996,603006,Нижегородский район,No
3,Yes,50,600,Горьковская,Автозаводская линия,1-к квартира,40.0,7,10,1568786640,1 неделю назад,56.316239,44.004405,603006,Нижегородский район,No
3,Yes,60,2200,Московская,Сормовская линия,2-к квартира,67.0,11,23,1568783760,1 неделю назад,56.34065500000001,43.949518,603159,Канавинский район,No
4,Yes,60,5200,Горьковская,Автозаводская линия,2-к квартира,72.0,5,10,1568794020,1 неделю назад,56.304855,44.077321999999995,603163,Нижегородский район,No
2,Yes,50,1100,Парк Культуры,Автозаводская линия,1-к квартира,52.0,14,17,1568779320,1 неделю назад,56.236466,43.844074,603142,Автозаводский район,No
4,Yes,70,1800,Горьковская,Автозаводская линия,3-к квартира,100.0,5,9,1568796360,1 неделю назад,56.324186,44.01709,603006,Нижегородский район,No
